timestamp,region,service_type,usage_units,provisioned_capacity,cost_usd,availability_pct,is_holiday,economic_growth_index,marketing_spend_index,it_spending_growth
2023-08-31,Central India,Storage,633.23,726.97,12.66,99.44,0,5.9,93.55,7.64
2023-09-01,East US,Compute,426.43,489.57,21.32,99.23,0,6.44,96.69,7.67
2023-09-01,East US,Storage,747.64,790.49,14.95,99.74,0,6.55,82.29,7.39
2023-09-01,West Europe,Compute,413.83,443.1,20.69,99.41,0,5.76,89.42,8.04
2023-09-01,West Europe,Storage,756.39,906.26,15.13,99.36,0,5.35,90.07,7.73
2023-09-01,Southeast Asia,Compute,438.88,473.09,21.94,99.27,0,5.73,96.66,7.14
2023-09-01,Southeast Asia,Storage,696.42,768.0,13.93,99.47,0,5.74,109.07,8.2
2023-09-01,Central India,Compute,446.86,535.51,22.34,99.34,0,6.12,103.09,8.5
2023-09-01,Central India,Storage,777.15,877.0,15.54,99.59,0,6.27,101.34,8.34
2023-09-02,East US,Compute,414.14,486.38,20.71,99.41,1,6.12,104.19,7.35
2023-09-02,East US,Storage,821.96,900.55,16.44,99.55,1,5.78,133.78,8.26
2023-09-02,West Europe,Compute,446.48,473.02,22.32,99.4,1,6.04,114.65,8.61
2023-09-02,West Europe,Storage,752.51,839.55,15.05,99.78,1,6.08,86.59,8.27
2023-09-02,Southeast Asia,Compute,519.94,603.19,26.0,99.77,1,6.1,100.88,9.0
2023-09-02,Southeast Asia,Storage,752.01,800.82,15.04,99.77,1,5.82,91.39,8.05
2023-09-02,Central India,Compute,439.8,509.26,21.99,99.63,1,6.59,92.65,7.36
2023-09-02,Central India,Storage,637.17,709.6,12.74,99.55,1,5.92,88.9,7.16
2023-09-03,East US,Compute,449.62,508.81,22.48,99.7,1,5.97,87.23,7.96
2023-09-03,East US,Storage,741.41,819.81,14.83,99.46,1,5.95,108.51,8.38
2023-09-03,West Europe,Compute,477.23,542.98,23.86,99.44,1,6.09,97.76,7.85
2023-09-03,West Europe,Storage,792.75,894.71,15.86,99.33,1,5.79,101.18,7.6
2023-09-03,Southeast Asia,Compute,448.28,475.63,22.41,99.46,1,5.85,98.99,7.77
2023-09-03,Southeast Asia,Storage,757.72,832.93,15.15,99.58,1,6.17,92.29,8.76
2023-09-03,Central India,Compute,435.84,480.26,21.79,99.81,1,6.49,96.82,7.74
2023-09-03,Central India,Storage,721.92,808.73,14.44,99.44,1,6.25,101.84,8.3
2023-09-04,East US,Compute,439.57,487.53,21.98,99.43,0,5.99,87.11,8.3
2023-09-04,East US,Storage,717.3,799.83,14.35,99.45,0,6.1,78.2,7.97
2023-09-04,West Europe,Compute,374.42,439.55,18.72,99.26,0,6.4,73.19,8.77
2023-09-04,West Europe,Storage,715.1,767.07,14.3,99.22,0,6.18,96.11,8.41
2023-09-04,Southeast Asia,Compute,493.25,531.49,24.66,99.17,0,5.81,83.6,8.18
2023-09-04,Southeast Asia,Storage,563.56,642.43,11.27,99.88,0,6.25,92.58,7.81
2023-09-04,Central India,Compute,476.48,518.67,23.82,99.59,0,5.99,74.06,9.04
2023-09-04,Central India,Storage,751.19,793.44,15.02,99.45,0,6.04,112.87,7.94
2023-09-05,East US,Compute,397.68,476.32,19.88,99.47,0,6.08,103.75,7.38
2023-09-05,East US,Storage,694.83,827.69,13.9,99.73,0,6.03,87.21,7.39
2023-09-05,West Europe,Compute,450.68,482.73,22.53,99.57,0,5.97,84.84,7.98
2023-09-05,West Europe,Storage,678.05,754.56,13.56,99.37,0,6.36,91.86,8.09
2023-09-05,Southeast Asia,Compute,460.19,516.67,23.01,99.76,0,5.89,97.88,8.45
2023-09-05,Southeast Asia,Storage,664.67,782.94,13.29,99.62,0,6.38,118.63,8.06
2023-09-05,Central India,Compute,499.48,575.19,24.97,99.43,0,6.1,118.78,7.84
2023-09-05,Central India,Storage,755.8,836.8,15.12,99.49,0,6.46,96.9,8.39
2023-09-06,East US,Compute,487.98,546.37,24.4,99.44,0,5.38,102.0,8.45
2023-09-06,East US,Storage,627.99,670.68,12.56,99.56,0,6.12,105.96,7.52
2023-09-06,West Europe,Compute,395.18,431.14,19.76,99.58,0,6.5,92.45,8.25
2023-09-06,West Europe,Storage,877.18,1022.15,17.54,99.63,0,6.41,93.59,8.56
2023-09-06,Southeast Asia,Compute,462.39,542.55,23.12,99.68,0,5.56,102.43,6.92
2023-09-06,Southeast Asia,Storage,771.4,890.68,15.43,99.75,0,5.97,111.76,8.57
2023-09-06,Central India,Compute,469.36,516.07,23.47,99.6,0,5.66,101.1,7.42
2023-09-06,Central India,Storage,729.06,825.99,14.58,99.26,0,6.48,110.69,8.0
2023-09-07,East US,Compute,458.31,492.97,22.92,99.45,0,5.85,114.27,8.04
2023-09-07,East US,Storage,797.66,840.2,15.95,99.38,0,6.1,94.63,8.23
2023-09-07,West Europe,Compute,504.72,602.2,25.24,99.36,0,6.33,95.72,8.26
2023-09-07,West Europe,Storage,682.15,783.53,13.64,99.38,0,5.72,96.92,7.52
2023-09-07,Southeast Asia,Compute,475.4,570.09,23.77,99.27,0,6.01,97.13,8.41
2023-09-07,Southeast Asia,Storage,730.48,822.45,14.61,99.17,0,6.76,94.1,7.94
2023-09-07,Central India,Compute,366.48,414.14,18.32,99.6,0,6.34,84.22,7.87
2023-09-07,Central India,Storage,667.25,725.74,13.34,99.63,0,6.78,104.78,7.54
2023-09-08,East US,Compute,433.48,459.18,21.67,99.51,0,6.24,97.06,8.64
2023-09-08,East US,Storage,748.17,833.55,14.96,99.47,0,5.71,121.77,7.09
2023-09-08,West Europe,Compute,416.76,470.53,20.84,99.37,0,5.29,114.71,8.05
2023-09-08,West Europe,Storage,832.01,949.7,16.64,99.7,0,6.05,99.51,7.87
2023-09-08,Southeast Asia,Compute,440.57,492.91,22.03,99.62,0,5.98,110.97,8.63
2023-09-08,Southeast Asia,Storage,723.84,840.22,14.48,99.73,0,5.98,102.08,8.49
2023-09-08,Central India,Compute,517.1,600.34,25.86,99.44,0,5.74,100.8,7.96
2023-09-08,Central India,Storage,776.31,857.44,15.53,99.79,0,6.33,105.22,7.78
2023-09-09,East US,Compute,410.32,455.85,20.52,99.38,1,5.47,104.84,8.25
2023-09-09,East US,Storage,789.86,944.36,15.8,99.48,1,5.49,83.87,8.0
2023-09-09,West Europe,Compute,390.37,436.04,19.52,99.92,1,5.38,102.79,7.63
2023-09-09,West Europe,Storage,610.62,653.23,12.21,99.89,1,6.02,111.83,8.25
2023-09-09,Southeast Asia,Compute,500.12,585.93,25.01,98.94,1,6.52,93.78,7.02
2023-09-09,Southeast Asia,Storage,608.08,707.83,12.16,99.4,1,5.7,93.7,7.38
2023-09-09,Central India,Compute,469.3,548.95,23.46,99.21,1,5.83,112.2,8.01
2023-09-09,Central India,Storage,729.62,809.82,14.59,99.6,1,6.22,92.41,8.31
2023-09-10,East US,Compute,500.69,563.58,25.03,99.48,1,6.25,117.1,7.75
2023-09-10,East US,Storage,776.11,881.91,15.52,99.57,1,5.78,91.54,8.87
2023-09-10,West Europe,Compute,440.38,475.23,22.02,99.3,1,5.46,86.81,8.43
2023-09-10,West Europe,Storage,773.38,882.47,15.47,99.4,1,6.16,89.7,9.22
2023-09-10,Southeast Asia,Compute,492.14,549.03,24.61,99.46,1,6.07,105.34,7.55
2023-09-10,Southeast Asia,Storage,714.91,835.45,14.3,99.25,1,6.04,99.82,7.94
2023-09-10,Central India,Compute,445.11,472.5,22.26,99.48,1,6.2,90.95,7.9
2023-09-10,Central India,Storage,817.56,920.56,16.35,99.56,1,5.5,106.46,8.74
2023-09-11,East US,Compute,408.32,476.56,20.42,99.45,0,6.4,92.21,8.86
2023-09-11,East US,Storage,726.72,861.96,14.53,99.51,0,6.25,82.62,8.04
2023-09-11,West Europe,Compute,446.85,477.74,22.34,99.65,0,5.69,98.13,9.45
2023-09-11,West Europe,Storage,728.61,801.96,14.57,99.62,0,6.14,113.03,7.67
2023-09-11,Southeast Asia,Compute,385.6,412.08,19.28,99.49,0,5.73,96.17,7.13
2023-09-11,Southeast Asia,Storage,566.65,620.54,11.33,99.27,0,6.07,93.44,8.56
2023-09-11,Central India,Compute,522.17,617.92,26.11,99.64,0,6.11,111.24,8.04
2023-09-11,Central India,Storage,543.76,633.64,10.88,99.76,0,5.83,81.34,7.62
2023-09-12,East US,Compute,527.82,633.37,26.39,99.2,0,5.56,99.65,8.84
2023-09-12,East US,Storage,878.75,949.74,17.57,99.71,0,6.26,91.9,7.37
2023-09-12,West Europe,Compute,437.21,511.1,21.86,99.81,0,6.21,111.45,7.26
2023-09-12,West Europe,Storage,752.5,835.12,15.05,99.64,0,6.37,88.82,8.41
2023-09-12,Southeast Asia,Compute,525.63,596.28,26.28,99.5,0,5.79,91.72,8.09
2023-09-12,Southeast Asia,Storage,924.9,999.33,18.5,99.5,0,6.1,118.75,8.05
2023-09-12,Central India,Compute,476.92,520.25,23.85,99.3,0,5.91,102.01,7.82
2023-09-12,Central India,Storage,770.31,884.43,15.41,99.04,0,5.94,104.69,8.08
2023-09-13,East US,Compute,505.45,559.83,25.27,99.59,0,6.33,99.16,8.49
2023-09-13,East US,Storage,546.43,575.41,10.93,99.58,0,5.7,106.23,8.82
2023-09-13,West Europe,Compute,442.22,487.89,22.11,99.27,0,6.33,99.87,7.97
2023-09-13,West Europe,Storage,723.26,856.01,14.47,99.84,0,5.94,104.08,7.57
2023-09-13,Southeast Asia,Compute,433.96,456.76,21.7,99.19,0,5.89,97.64,7.5
2023-09-13,Southeast Asia,Storage,743.71,886.33,14.87,99.43,0,6.02,100.41,8.38
2023-09-13,Central India,Compute,444.57,471.92,22.23,99.43,0,6.48,89.82,6.84
2023-09-13,Central India,Storage,676.89,722.83,13.54,99.42,0,5.93,96.69,8.14
2023-09-14,East US,Compute,373.04,404.34,18.65,99.71,0,5.8,121.21,8.78
2023-09-14,East US,Storage,599.79,673.98,12.0,99.61,0,5.46,93.1,7.97
2023-09-14,West Europe,Compute,461.42,544.44,23.07,99.24,0,6.52,83.12,8.21
2023-09-14,West Europe,Storage,679.44,789.26,13.59,99.61,0,5.85,107.15,8.15
2023-09-14,Southeast Asia,Compute,456.03,517.75,22.8,99.38,0,6.0,94.58,7.39
2023-09-14,Southeast Asia,Storage,751.31,819.68,15.03,99.4,0,6.65,96.01,8.45
2023-09-14,Central India,Compute,433.08,456.52,21.65,99.55,0,5.72,90.75,8.28
2023-09-14,Central India,Storage,782.2,936.48,15.64,99.37,0,6.5,109.85,8.4
2023-09-15,East US,Compute,485.43,579.19,24.27,99.59,0,6.01,85.2,7.44
2023-09-15,East US,Storage,777.82,886.77,15.56,99.34,0,5.64,112.74,6.72
2023-09-15,West Europe,Compute,431.9,472.83,21.59,98.9,0,6.11,86.87,7.72
2023-09-15,West Europe,Storage,754.48,804.48,15.09,99.33,0,6.32,100.18,8.02
2023-09-15,Southeast Asia,Compute,395.88,446.77,19.79,99.3,0,6.16,93.84,7.86
2023-09-15,Southeast Asia,Storage,720.59,829.42,14.41,99.58,0,5.19,102.63,7.27
2023-09-15,Central India,Compute,406.53,442.01,20.33,99.34,0,6.35,95.58,9.07
2023-09-15,Central India,Storage,768.16,866.7,15.36,99.23,0,5.91,74.77,7.85
2023-09-16,East US,Compute,478.92,512.49,23.95,99.64,1,6.34,101.13,8.02
2023-09-16,East US,Storage,669.83,757.52,13.4,99.4,1,5.56,95.94,7.53
2023-09-16,West Europe,Compute,470.31,558.54,23.52,99.26,1,5.71,99.13,6.9
2023-09-16,West Europe,Storage,666.43,757.5,13.33,99.43,1,5.99,100.16,8.09
2023-09-16,Southeast Asia,Compute,477.47,512.51,23.87,99.49,1,6.15,94.81,8.4
2023-09-16,Southeast Asia,Storage,673.59,734.71,13.47,99.5,1,5.84,106.18,7.64
2023-09-16,Central India,Compute,478.72,558.88,23.94,99.54,1,6.15,94.71,8.69
2023-09-16,Central India,Storage,803.73,944.26,16.07,99.27,1,6.73,85.96,8.47
2023-09-17,East US,Compute,469.41,509.34,23.47,99.27,1,5.52,112.65,7.66
2023-09-17,East US,Storage,817.83,918.34,16.36,99.85,1,5.68,103.27,7.95
2023-09-17,West Europe,Compute,445.59,503.72,22.28,99.66,1,6.26,110.69,8.16
2023-09-17,West Europe,Storage,762.35,914.58,15.25,99.7,1,5.86,110.75,8.56
2023-09-17,Southeast Asia,Compute,498.71,591.0,24.94,99.37,1,6.17,87.29,7.22
2023-09-17,Southeast Asia,Storage,711.29,787.59,14.23,99.38,1,6.07,106.73,8.08
2023-09-17,Central India,Compute,465.6,490.39,23.28,99.43,1,6.23,92.12,8.69
2023-09-17,Central India,Storage,750.42,871.93,15.01,99.56,1,5.55,89.55,8.23
2023-09-18,East US,Compute,449.51,475.87,22.48,99.59,0,6.04,106.65,8.12
2023-09-18,East US,Storage,856.46,1006.52,17.13,99.34,0,5.98,91.95,8.78
2023-09-18,West Europe,Compute,485.57,538.62,24.28,99.6,0,5.56,103.5,9.11
2023-09-18,West Europe,Storage,707.41,840.21,14.15,99.77,0,5.82,107.09,8.08
2023-09-18,Southeast Asia,Compute,376.41,445.32,18.82,99.32,0,5.97,99.89,7.38
2023-09-18,Southeast Asia,Storage,692.02,791.43,13.84,99.47,0,6.61,101.11,7.84
2023-09-18,Central India,Compute,472.13,554.51,23.61,99.65,0,6.06,98.34,7.4
2023-09-18,Central India,Storage,769.84,837.4,15.4,99.69,0,5.98,102.85,7.85
2023-09-19,East US,Compute,490.44,582.67,24.52,99.38,0,5.43,89.7,8.07
2023-09-19,East US,Storage,821.21,946.58,16.42,99.29,0,6.11,96.17,8.22
2023-09-19,West Europe,Compute,448.07,519.8,22.4,99.51,0,5.71,88.45,8.54
2023-09-19,West Europe,Storage,659.91,748.02,13.2,99.43,0,6.21,110.73,8.41
2023-09-19,Southeast Asia,Compute,436.0,489.37,21.8,99.28,0,5.59,88.87,7.48
2023-09-19,Southeast Asia,Storage,769.09,889.38,15.38,99.52,0,6.21,93.41,8.09
2023-09-19,Central India,Compute,431.32,492.68,21.57,99.64,0,6.02,102.99,7.79
2023-09-19,Central India,Storage,842.86,892.63,16.86,99.48,0,6.02,125.25,8.19
2023-09-20,East US,Compute,358.38,401.45,17.92,99.39,0,5.82,81.73,8.46
2023-09-20,East US,Storage,579.25,628.89,11.59,99.5,0,6.09,98.95,7.3
2023-09-20,West Europe,Compute,473.11,508.8,23.66,99.88,0,5.86,111.33,8.43
2023-09-20,West Europe,Storage,681.32,780.65,13.63,99.55,0,6.24,107.08,8.25
2023-09-20,Southeast Asia,Compute,420.37,473.46,21.02,99.53,0,6.06,96.45,8.3
2023-09-20,Southeast Asia,Storage,724.46,780.58,14.49,99.24,0,6.14,114.81,8.38
2023-09-20,Central India,Compute,487.48,574.27,24.37,99.62,0,5.93,93.97,7.99
2023-09-20,Central India,Storage,862.75,930.57,17.26,99.07,0,6.37,112.21,7.78
2023-09-21,East US,Compute,433.32,458.76,21.67,99.49,0,5.69,114.22,8.09
2023-09-21,East US,Storage,754.81,888.14,15.1,99.38,0,6.4,86.42,7.95
2023-09-21,West Europe,Compute,493.51,584.37,24.68,99.36,0,5.92,117.56,7.68
2023-09-21,West Europe,Storage,559.75,638.88,11.19,99.7,0,5.88,89.13,8.05
2023-09-21,Southeast Asia,Compute,479.21,541.08,23.96,99.68,0,5.74,100.31,8.33
2023-09-21,Southeast Asia,Storage,738.28,785.52,14.77,99.59,0,5.92,109.26,7.35
2023-09-21,Central India,Compute,556.58,619.12,27.83,99.67,0,5.94,99.09,8.43
2023-09-21,Central India,Storage,781.37,899.06,15.63,99.25,0,6.21,80.53,7.96
2023-09-22,East US,Compute,500.04,593.95,25.0,99.39,0,6.02,108.96,8.33
2023-09-22,East US,Storage,675.85,731.31,13.52,99.32,0,5.77,79.79,8.08
2023-09-22,West Europe,Compute,442.76,522.94,22.14,99.26,0,6.3,101.88,7.76
2023-09-22,West Europe,Storage,688.81,782.72,13.78,99.91,0,5.86,106.56,8.38
2023-09-22,Southeast Asia,Compute,443.72,479.64,22.19,99.62,0,5.71,101.28,7.54
2023-09-22,Southeast Asia,Storage,671.74,745.28,13.43,99.73,0,6.48,109.78,8.64
2023-09-22,Central India,Compute,434.49,464.66,21.72,99.37,0,6.14,106.66,7.71
2023-09-22,Central India,Storage,640.45,765.33,12.81,99.76,0,6.12,91.61,7.66
2023-09-23,East US,Compute,480.69,553.83,24.03,99.71,1,6.62,117.12,7.55
2023-09-23,East US,Storage,786.6,867.55,15.73,99.42,1,6.23,118.27,8.21
2023-09-23,West Europe,Compute,502.59,588.45,25.13,99.45,1,5.92,117.21,8.49
2023-09-23,West Europe,Storage,604.92,714.67,12.1,99.26,1,5.27,96.34,7.96
2023-09-23,Southeast Asia,Compute,410.22,482.08,20.51,99.53,1,5.92,116.19,8.46
2023-09-23,Southeast Asia,Storage,708.31,774.37,14.17,99.6,1,6.14,96.17,7.84
2023-09-23,Central India,Compute,417.23,483.72,20.86,99.65,1,5.82,85.5,7.26
2023-09-23,Central India,Storage,653.8,697.24,13.08,99.03,1,5.94,109.24,8.28
2023-09-24,East US,Compute,427.67,488.76,21.38,99.51,1,6.04,94.38,7.5
2023-09-24,East US,Storage,764.11,896.23,15.28,99.65,1,5.49,97.48,8.29
2023-09-24,West Europe,Compute,483.32,574.91,24.17,99.63,1,5.91,95.7,8.16
2023-09-24,West Europe,Storage,861.71,915.55,17.23,99.53,1,5.45,104.55,8.39
2023-09-24,Southeast Asia,Compute,446.52,488.85,22.33,99.97,1,5.93,90.38,7.04
2023-09-24,Southeast Asia,Storage,605.41,639.71,12.11,99.75,1,6.66,113.35,7.61
2023-09-24,Central India,Compute,418.69,487.82,20.93,99.47,1,5.99,93.48,7.64
2023-09-24,Central India,Storage,828.99,897.46,16.58,99.65,1,6.21,98.0,8.34
2023-09-25,East US,Compute,347.71,378.5,17.39,99.52,0,5.77,112.13,7.04
2023-09-25,East US,Storage,617.2,714.04,12.34,99.55,0,6.18,115.12,7.92
2023-09-25,West Europe,Compute,425.73,453.12,21.29,99.53,0,5.98,94.56,7.73
2023-09-25,West Europe,Storage,786.79,871.47,15.74,99.26,0,6.26,96.79,7.7
2023-09-25,Southeast Asia,Compute,417.78,447.21,20.89,99.52,0,6.14,88.75,8.47
2023-09-25,Southeast Asia,Storage,874.64,951.24,17.49,99.34,0,5.93,103.09,7.89
2023-09-25,Central India,Compute,460.37,485.68,23.02,99.63,0,5.66,108.29,8.81
2023-09-25,Central India,Storage,633.77,706.96,12.68,99.34,0,5.64,103.2,7.94
2023-09-26,East US,Compute,441.2,476.48,22.06,99.78,0,5.88,103.73,7.72
2023-09-26,East US,Storage,632.4,747.53,12.65,99.14,0,5.99,84.63,9.09
2023-09-26,West Europe,Compute,406.54,435.47,20.33,99.47,0,5.87,97.13,8.07
2023-09-26,West Europe,Storage,679.34,786.2,13.59,99.8,0,5.69,103.17,8.08
2023-09-26,Southeast Asia,Compute,465.8,494.93,23.29,99.78,0,5.72,89.47,7.19
2023-09-26,Southeast Asia,Storage,749.24,794.9,14.98,99.32,0,6.32,89.38,7.93
2023-09-26,Central India,Compute,463.19,548.99,23.16,99.77,0,6.21,99.93,8.09
2023-09-26,Central India,Storage,787.04,936.65,15.74,99.28,0,5.57,101.07,7.73
2023-09-27,East US,Compute,491.37,526.98,24.57,99.65,0,5.62,97.79,7.52
2023-09-27,East US,Storage,752.54,892.23,15.05,99.35,0,5.71,98.61,8.59
2023-09-27,West Europe,Compute,449.77,477.97,22.49,99.41,0,6.01,102.29,8.21
2023-09-27,West Europe,Storage,604.58,641.78,12.09,99.43,0,6.25,98.43,7.97
2023-09-27,Southeast Asia,Compute,471.86,527.96,23.59,99.92,0,5.4,100.3,8.28
2023-09-27,Southeast Asia,Storage,668.18,722.08,13.36,99.29,0,6.4,107.52,8.01
2023-09-27,Central India,Compute,450.01,530.19,22.5,99.39,0,5.52,106.29,8.82
2023-09-27,Central India,Storage,653.3,773.26,13.07,99.28,0,5.78,91.41,7.64
2023-09-28,East US,Compute,435.43,518.21,21.77,99.45,0,5.89,95.71,8.38
2023-09-28,East US,Storage,768.38,818.87,15.37,99.44,0,6.35,105.08,7.2
2023-09-28,West Europe,Compute,473.57,560.47,23.68,99.62,0,5.92,99.59,7.8
2023-09-28,West Europe,Storage,781.61,863.85,15.63,99.48,0,5.93,95.83,7.96
2023-09-28,Southeast Asia,Compute,400.38,435.54,20.02,99.41,0,5.95,110.18,8.31
2023-09-28,Southeast Asia,Storage,606.3,649.54,12.13,99.56,0,5.5,107.59,7.44
2023-09-28,Central India,Compute,520.16,620.16,26.01,99.49,0,5.9,92.24,7.56
2023-09-28,Central India,Storage,687.49,805.42,13.75,99.48,0,6.48,93.01,8.03
2023-09-29,East US,Compute,513.89,583.82,25.69,99.55,0,6.26,87.92,8.34
2023-09-29,East US,Storage,567.84,637.76,11.36,99.79,0,5.76,100.2,8.38
2023-09-29,West Europe,Compute,485.26,543.53,24.26,99.59,0,5.89,103.89,8.22
2023-09-29,West Europe,Storage,650.03,767.38,13.0,99.56,0,6.24,79.49,8.16
2023-09-29,Southeast Asia,Compute,459.84,524.8,22.99,99.83,0,6.13,99.03,8.34
2023-09-29,Southeast Asia,Storage,728.05,765.28,14.56,99.84,0,6.17,104.0,8.12
2023-09-29,Central India,Compute,428.24,512.26,21.41,99.49,0,5.96,84.81,8.02
2023-09-29,Central India,Storage,668.31,739.82,13.37,99.48,0,5.9,102.2,7.28
2023-09-30,East US,Compute,536.82,572.55,26.84,99.48,1,6.4,97.45,8.95
2023-09-30,East US,Storage,723.6,840.72,14.47,99.61,1,5.89,85.5,7.9
2023-09-30,West Europe,Compute,439.39,510.81,21.97,99.71,1,5.35,108.81,8.17
2023-09-30,West Europe,Storage,812.43,900.64,16.25,99.77,1,5.59,115.09,8.19
2023-09-30,Southeast Asia,Compute,457.23,522.94,22.86,99.82,1,6.19,104.78,7.65
2023-09-30,Southeast Asia,Storage,809.96,971.55,16.2,99.42,1,5.98,90.98,7.83
2023-09-30,Central India,Compute,433.5,458.65,21.68,99.37,1,5.85,102.15,7.95
2023-09-30,Central India,Storage,706.92,802.91,14.14,99.48,1,6.04,96.89,7.91
2023-10-01,East US,Compute,384.3,417.55,19.22,99.57,1,6.08,111.94,8.17
2023-10-01,East US,Storage,795.52,948.2,15.91,99.64,1,5.53,91.06,8.79
2023-10-01,West Europe,Compute,344.33,385.92,17.22,99.47,1,6.12,109.61,8.03
2023-10-01,West Europe,Storage,687.17,723.32,13.74,99.36,1,6.33,114.23,7.93
2023-10-01,Southeast Asia,Compute,393.38,432.99,19.67,99.4,1,5.62,89.96,8.32
2023-10-01,Southeast Asia,Storage,693.47,798.83,13.87,99.38,1,5.6,132.84,8.39
2023-10-01,Central India,Compute,444.5,527.31,22.23,99.67,1,6.48,96.18,6.68
2023-10-01,Central India,Storage,665.73,763.02,13.31,99.23,1,5.94,90.39,7.97
2023-10-02,East US,Compute,488.11,538.48,24.41,99.7,0,6.59,117.44,8.35
2023-10-02,East US,Storage,608.32,678.85,12.17,99.42,0,5.94,92.3,7.69
2023-10-02,West Europe,Compute,560.56,639.75,28.03,99.69,0,5.61,81.38,7.96
2023-10-02,West Europe,Storage,822.94,986.02,16.46,99.89,0,5.76,101.46,7.79
2023-10-02,Southeast Asia,Compute,391.25,443.9,19.56,99.94,0,6.05,98.5,7.95
2023-10-02,Southeast Asia,Storage,794.28,867.4,15.89,99.58,0,5.75,105.87,7.87
2023-10-02,Central India,Compute,509.68,577.93,25.48,99.77,0,6.55,103.23,8.08
2023-10-02,Central India,Storage,691.83,805.78,13.84,99.64,0,6.22,98.46,8.16
2023-10-03,East US,Compute,407.14,486.6,20.36,99.75,0,6.0,90.47,7.09
2023-10-03,East US,Storage,675.52,774.7,13.51,99.58,0,5.8,96.31,8.47
2023-10-03,West Europe,Compute,465.74,492.23,23.29,99.09,0,5.9,103.11,8.49
2023-10-03,West Europe,Storage,657.7,745.34,13.15,99.84,0,5.9,125.03,8.01
2023-10-03,Southeast Asia,Compute,412.73,466.96,20.64,99.37,0,5.38,88.75,8.6
2023-10-03,Southeast Asia,Storage,810.75,856.87,16.21,99.31,0,5.47,97.9,7.84
2023-10-03,Central India,Compute,438.96,462.24,21.95,99.54,0,5.86,117.1,7.38
2023-10-03,Central India,Storage,759.39,886.46,15.19,99.52,0,6.16,88.72,8.63
2023-10-04,East US,Compute,522.08,620.84,26.1,99.36,0,6.37,105.48,7.76
2023-10-04,East US,Storage,690.33,779.94,13.81,99.59,0,5.67,109.39,7.66
2023-10-04,West Europe,Compute,449.33,483.99,22.47,99.77,0,5.88,101.03,8.26
2023-10-04,West Europe,Storage,693.19,815.69,13.86,99.33,0,5.65,102.82,7.91
2023-10-04,Southeast Asia,Compute,555.22,617.58,27.76,99.51,0,5.59,115.5,8.6
2023-10-04,Southeast Asia,Storage,626.22,713.05,12.52,99.34,0,5.86,88.31,7.09
2023-10-04,Central India,Compute,489.51,516.64,24.48,99.54,0,5.78,93.92,6.6
2023-10-04,Central India,Storage,737.39,854.9,14.75,99.61,0,5.56,98.09,8.15
2023-10-05,East US,Compute,471.64,508.44,23.58,99.53,0,6.4,107.35,8.1
2023-10-05,East US,Storage,774.57,926.03,15.49,99.25,0,5.6,77.86,8.41
2023-10-05,West Europe,Compute,494.5,544.81,24.72,99.67,0,5.33,103.53,8.02
2023-10-05,West Europe,Storage,708.1,756.65,14.16,99.53,0,5.93,103.69,8.01
2023-10-05,Southeast Asia,Compute,462.21,509.54,23.11,99.37,0,5.88,110.15,8.32
2023-10-05,Southeast Asia,Storage,699.22,773.47,13.98,99.49,0,5.94,87.51,8.39
2023-10-05,Central India,Compute,426.92,485.93,21.35,99.48,0,5.85,114.85,7.59
2023-10-05,Central India,Storage,719.06,776.8,14.38,99.49,0,5.64,106.49,8.02
2023-10-06,East US,Compute,464.25,524.13,23.21,99.36,0,6.32,100.47,7.41
2023-10-06,East US,Storage,826.06,869.54,16.52,99.33,0,5.67,88.64,8.2
2023-10-06,West Europe,Compute,432.97,484.44,21.65,98.98,0,6.03,105.8,7.84
2023-10-06,West Europe,Storage,831.13,929.26,16.62,99.36,0,5.81,109.43,8.0
2023-10-06,Southeast Asia,Compute,508.47,587.91,25.42,99.24,0,6.1,114.57,8.21
2023-10-06,Southeast Asia,Storage,724.25,826.87,14.48,99.33,0,6.38,88.14,8.42
2023-10-06,Central India,Compute,494.18,557.53,24.71,99.31,0,5.66,109.05,7.4
2023-10-06,Central India,Storage,885.45,1009.01,17.71,99.7,0,5.7,93.81,8.39
2023-10-07,East US,Compute,503.63,581.36,25.18,99.25,1,6.31,111.56,7.23
2023-10-07,East US,Storage,616.29,670.66,12.33,99.6,1,5.74,102.64,8.12
2023-10-07,West Europe,Compute,448.16,527.48,22.41,99.67,1,5.76,108.13,7.86
2023-10-07,West Europe,Storage,738.56,868.31,14.77,99.6,1,5.74,87.19,7.96
2023-10-07,Southeast Asia,Compute,415.4,457.51,20.77,99.66,1,5.49,105.34,8.58
2023-10-07,Southeast Asia,Storage,697.79,751.44,13.96,99.45,1,5.82,113.0,6.85
2023-10-07,Central India,Compute,513.19,541.87,25.66,99.39,1,5.41,88.56,8.14
2023-10-07,Central India,Storage,737.27,830.58,14.75,99.18,1,5.72,98.52,7.56
2023-10-08,East US,Compute,419.45,459.05,20.97,99.43,1,5.9,106.69,8.4
2023-10-08,East US,Storage,841.16,937.11,16.82,99.37,1,5.61,82.58,8.54
2023-10-08,West Europe,Compute,441.11,521.38,22.06,99.45,1,6.61,90.25,8.54
2023-10-08,West Europe,Storage,728.68,824.89,14.57,99.66,1,5.99,94.13,8.17
2023-10-08,Southeast Asia,Compute,479.99,564.18,24.0,99.39,1,6.65,117.86,7.53
