timestamp          , region       , service_type, usage_units, provisioned_capacity, cost_usd, availability_pct, is_holiday, economic_growth_index, marketing_index, it_spending_growth
2023-08-03 21:00:00, East Asia    , Compute     ,       98.4 ,               548.83,    73.63,            98.37,        1.0,                  6.71,            6.8 ,               6.93
2023-08-10 17:00:00, West US      , Storage     ,      248.06,               583.2 ,   113.38,            95.18,        0.0,                  3.37,            1.58,               5.51
2023-09-23 13:00:00, West US      , Storage     ,      105.49,               281.12,   156.59,            98.0 ,        0.0,                  5.24,            4.08,               9.97
2023-09-23 13:00:00, East Asia    , Compute     ,      268.9 ,               425.52,   273.53,            98.23,        0.0,                  7.13,            9.56,               2.5
2021-07-19 01:00:00, UK South     , Compute     ,      331.35,               431.11,   165.84,            96.22,        0.0,                  4.34,            1.46,              11.58
2023-04-24 06:00:00, East Asia    , Compute     ,      422.32,               301.82,   293.68,            99.68,        0.0,                  4.51,            2.57,               5.4
2022-10-02 02:00:00, Central India, Storage     ,      355.39,               258.4 ,   295.48,            95.23,        0.0,                  7.42,            9.74,               8.3
2021-04-14 19:00:00, UK South     , Compute     ,       79.34,               566.87,   187.6 ,            99.46,        0.0,                  6.25,            1.36,               8.85
2022-10-01 16:00:00, East US      , Compute     ,      188.34,               494.99,   265.7 ,            96.91,        0.0,                  6.99,            5.02,               3.37
2022-09-01 07:00:00, East Asia    , Storage     ,      179.59,               157.23,   299.78,            98.57,        0.0,                  4.45,            9.27,              10.23
2023-03-24 20:00:00, Central India, Compute     ,      461.76,               159.94,   299.78,            98.26,        0.0,                  7.98,            9.49,               7.72
2023-07-09 19:00:00, UK South     , Storage     ,      440.5 ,               561.27,   203.94,            95.84,        0.0,                  3.7 ,            9.81,               5.28
2021-05-08 03:00:00, East Asia    , Storage     ,      216.57,               140.7 ,   256.64,            96.59,        0.0,                  7.81,            5.33,              10.51
2022-10-28 19:00:00, West US      , Storage     ,       82.02,               444.21,    43.14,            97.65,        0.0,                  7.51,            1.78,               8.25
2022-11-14 20:00:00, East Asia    , Compute     ,      452.35,               213.38,   197.75,            99.23,        0.0,                  5.76,            7.95,               9.86
2023-06-20 06:00:00, East US      , Compute     ,      449.69,               117.59,    80.63,            99.77,        0.0,                  5.93,            7.38,              11.92
2023-06-24 03:00:00, East Asia    , Storage     ,      434.64,               129.82,    52.5 ,            95.1 ,        0.0,                  6.88,            6.22,               3.3
2023-06-05 13:00:00, UK South     , Compute     ,      430.29,               286.76,   270.0 ,            96.76,        0.0,                  4.53,            8.99,               9.5
2021-02-06 12:00:00, UK South     , Storage     ,      266.11,               138.79,   199.1 ,            98.34,        1.0,                  5.64,            9.2 ,               9.58
2023-12-02 07:00:00, East Asia    , Compute     ,      129.84,               398.32,    88.19,            97.64,        0.0,                  7.51,            9.2 ,              10.75
2023-09-03 11:00:00, UK South     , Storage     ,      264.87,               423.63,   128.3 ,            99.72,        0.0,                  3.34,            2.01,               6.08
2021-06-22 14:00:00, West US      , Storage     ,      272.57,               286.73,   292.52,            95.08,        0.0,                  7.53,            1.86,              10.7
2022-09-26 10:00:00, East Asia    , Storage     ,      270.47,               471.44,   261.41,            97.19,        0.0,                  6.64,            4.68,               8.4
2021-10-18 06:00:00, East Asia    , Compute     ,      292.45,               345.02,    24.36,            98.34,        0.0,                  6.85,            3.63,               2.69
2021-10-22 23:00:00, West US      , Compute     ,      165.95,               315.11,   294.34,            96.09,        0.0,                  3.32,            2.2 ,               2.32
2021-11-29 19:00:00, Central India, Compute     ,      214.81,               303.49,   123.19,            98.63,        0.0,                  3.94,            6.5 ,               6.81
2021-10-11 07:00:00, East Asia    , Storage     ,      245.38,               315.55,   214.72,            95.41,        0.0,                  7.63,            7.15,               9.86
2021-07-06 01:00:00, UK South     , Storage     ,      109.0 ,               583.94,   219.55,            97.26,        0.0,                  3.62,            7.28,               5.84
2022-12-11 03:00:00, West US      , Compute     ,      254.91,               440.7 ,   275.27,            98.38,        0.0,                  6.16,            2.58,              10.52
2022-07-14 01:00:00, Central India, Compute     ,      414.71,               257.6 ,   267.82,            96.33,        1.0,                  6.91,            3.75,               6.92
2023-01-24 05:00:00, East Asia    , Storage     ,      422.63,               466.93,    98.88,            95.37,        0.0,                  4.16,            2.79,               2.26
2023-05-31 16:00:00, East Asia    , Compute     ,      235.2 ,               265.13,   200.19,            99.79,        0.0,                  6.49,            6.41,              11.74
2021-12-13 07:00:00, East US      , Compute     ,      283.46,               162.86,   130.24,            99.57,        0.0,                  3.33,            6.1 ,               6.9
2022-12-19 06:00:00, East US      , Compute     ,       65.14,               162.86,   167.15,            99.63,        0.0,                  5.49,            6.1 ,               8.5
2022-08-11 10:00:00, West US      , Compute     ,      353.49,               475.51,   175.31,            99.89,        0.0,                  4.67,            3.66,               3.99
2021-08-04 17:00:00, East US      , Storage     ,      232.07,               288.83,   130.98,            95.92,        0.0,                  6.23,            3.13,               4.97
2022-08-18 06:00:00, West US      , Storage     ,      250.46,               534.59,   149.89,            95.79,        0.0,                  7.45,            9.01,               6.84
2022-08-18 06:00:00, UK South     , Compute     ,      443.15,               293.48,    78.34,            95.17,        0.0,                  3.63,            1.44,              10.56
2023-11-21 20:00:00, West US      , Storage     ,      257.83,               274.92,   190.14,            99.46,        0.0,                  5.25,            6.91,               3.02
2021-12-13 04:00:00, East US      , Compute     ,       59.54,               599.12,   232.51,            98.76,        0.0,                  5.12,            1.18,               9.8
2021-09-05 21:00:00, UK South     , Compute     ,      152.37,               341.24,   140.33,            98.17,        0.0,                  4.62,            2.74,               7.79
2023-03-12 22:00:00, East US      , Compute     ,      264.03,               502.61,   293.75,            99.64,        0.0,                  5.4 ,            3.61,               7.0
2021-02-17 22:00:00, West US      , Storage     ,      240.98,               502.49,    36.02,            97.88,        0.0,                  7.4 ,            8.98,              10.77
2023-09-25 16:00:00, Central India, Storage     ,      437.17,               563.18,   184.96,            95.65,        0.0,                  7.87,            2.24,               3.18
2021-03-22 11:00:00, East Asia    , Storage     ,      293.96,               142.45,   183.41,            95.88,        0.0,                  3.01,            9.44,              11.91
2022-01-19 12:00:00, East US      , Storage     ,      360.34,               235.61,    30.16,            95.66,        0.0,                  6.7 ,            8.34,              10.55
2023-01-23 00:00:00, West US      , Storage     ,      261.2 ,               483.87,    82.88,            96.54,        0.0,                  6.08,            7.11,               5.26
2021-02-15 01:00:00, UK South     , Compute     ,      247.85,               381.3 ,   273.55,            96.9 ,        0.0,                  7.97,            7.11,               6.52
2022-12-06 00:00:00, East US      , Compute     ,      250.83,               379.81,   172.46,            98.98,        0.0,                  3.45,            9.15,               2.25
2022-07-13 15:00:00, East US      , Storage     ,      234.91,               183.11,   142.19,            95.96,        0.0,                  3.45,            5.75,               7.28
2021-11-22 05:00:00, East Asia    , Storage     ,      292.36,               240.58,   136.34,            98.63,        0.0,                  7.67,            4.34,               7.48
2021-08-07 05:00:00, West US      , Storage     ,      162.7 ,               240.58,   268.69,            97.46,        0.0,                  7.56,            6.27,              11.27
2022-12-07 23:00:00, Central India, Compute     ,      450.97,               238.59,   122.77,           100.0 ,        0.0,                  5.8 ,            3.09,               5.88
2023-04-16 16:00:00, UK South     , Storage     ,      199.89,               205.14,   260.57,            98.88,        0.0,                  4.64,            3.46,               7.71
2022-06-17 07:00:00, West US      , Compute     ,      116.39,               143.88,   106.57,            99.84,        0.0,                  6.2 ,            9.27,               9.41
2023-09-19 04:00:00, UK South     , Compute     ,       93.45,               177.86,   168.82,            96.71,        0.0,                  4.53,            8.15,               8.09
2022-11-08 20:00:00, East US      , Storage     ,       56.04,               484.43,    60.27,            95.62,        0.0,                  5.06,            5.62,               3.56
2022-07-04 08:00:00, East Asia    , Compute     ,      240.29,               459.39,   251.01,            97.53,        0.0,                  5.23,            4.75,               3.72
2022-07-04 08:00:00, East Asia    , Compute     ,      134.42,               122.92,   226.07,            95.62,        0.0,                  4.51,            8.27,               3.38
2022-07-17 12:00:00, Central India, Storage     ,       59.74,               201.64,   168.43,            97.46,        0.0,                  4.71,            6.14,               4.18
2023-05-03 06:00:00, East Asia    , Compute     ,      284.01,               380.23,    27.25,            96.35,        0.0,                  3.04,            4.74,               5.28
2022-02-07 14:00:00, East US      , Storage     ,      355.99,               261.31,   154.75,            97.46,        0.0,                  4.49,            5.64,               9.4
2022-12-08 20:00:00, Central India, Compute     ,       88.59,               511.62,    83.06,            99.75,        1.0,                  5.36,            3.09,               2.61
2022-09-23 05:00:00, West US      , Storage     ,      257.41,               492.49,   135.74,            96.45,        0.0,                  3.87,            2.82,              10.2
2023-09-02 12:00:00, East Asia    , Storage     ,      384.63,               545.79,   259.8 ,            99.97,        0.0,                  7.03,            9.9 ,               4.62
2023-09-02 12:00:00, Central India, Compute     ,      493.61,               381.47,   235.49,            96.15,        0.0,                  5.69,            9.73,               8.13
2023-03-25 19:00:00, East US      , Storage     ,      350.24,               276.04,    87.75,            96.04,        0.0,                  6.97,            4.79,               7.53
2023-05-10 17:00:00, UK South     , Compute     ,      160.18,               403.03,   295.79,            97.72,        0.0,                  3.64,            5.64,               3.54
2021-03-11 23:00:00, UK South     , Compute     ,      372.45,               144.57,   272.9 ,            99.21,        0.0,                  7.1 ,            8.44,               4.87
2021-05-27 02:00:00, East US      , Storage     ,      319.07,               104.79,   168.03,            98.75,        0.0,                  7.79,            7.53,               4.96
2022-07-08 12:00:00, East US      , Compute     ,      145.31,               108.55,   168.44,            98.62,        0.0,                  4.76,            1.9 ,               8.24
2021-10-30 05:00:00, UK South     , Storage     ,      433.0 ,               303.77,   272.35,            96.41,        0.0,                  4.42,            4.37,               9.89
2023-03-09 00:00:00, Central India, Compute     ,      242.33,               214.04,   198.12,            95.11,        0.0,                  4.42,            3.25,              11.96
2022-01-29 03:00:00, UK South     , Compute     ,      482.89,               178.67,   170.27,            95.81,        0.0,                  6.18,            9.93,               2.96
2023-06-18 20:00:00, East US      , Storage     ,      375.31,               407.66,   229.76,            96.75,        0.0,                  3.56,            7.74,              11.39
2022-04-17 06:00:00, East US      , Compute     ,      340.05,               597.55,    85.83,            99.86,        0.0,                  7.63,            1.43,               7.62
2022-07-09 00:00:00, East US      , Compute     ,      377.76,               188.88,   265.95,            99.6 ,        0.0,                  5.4 ,            9.1 ,               5.57
2023-02-11 21:00:00, East Asia    , Compute     ,      265.14,               373.21,   168.8 ,            96.0 ,        0.0,                  6.82,            9.35,               4.85
2022-07-06 21:00:00, East Asia    , Compute     ,      277.35,               159.86,   188.98,            98.63,        0.0,                  4.8 ,            4.0 ,               4.09
2022-04-10 15:00:00, East US      , Compute     ,      433.04,               567.12,    45.18,            97.9 ,        0.0,                  4.31,            6.78,               7.57
2022-03-12 17:00:00, UK South     , Compute     ,      356.42,               245.88,   106.66,            95.25,        0.0,                  3.56,            7.14,              11.46
2023-08-17 09:00:00, Central India, Compute     ,      453.76,               539.17,   139.49,            96.86,        0.0,                  4.37,            7.57,               3.82
2021-04-14 07:00:00, East Asia    , Compute     ,      450.87,               241.54,   135.89,            97.43,        0.0,                  7.97,            7.24,               6.36
2023-08-11 20:00:00, UK South     , Storage     ,      489.42,               503.03,   237.92,            98.34,        0.0,                  6.29,            6.04,               4.04
2023-12-29 03:00:00, Central India, Compute     ,      365.1 ,               204.69,    99.05,            96.47,        0.0,                  7.01,            9.58,               3.76
2023-09-19 21:00:00, East Asia    , Compute     ,      276.04,               246.39,    70.99,            99.67,        0.0,                  7.79,            5.61,              10.67
2021-07-05 12:00:00, Central India, Storage     ,      124.84,               196.24,   183.13,            97.26,        0.0,                  3.39,            2.0 ,               4.62
2021-09-03 01:00:00, Central India, Storage     ,      367.42,               232.13,   192.2 ,            96.24,        0.0,                  3.82,            1.72,               4.48
2023-08-19 09:00:00, West US      , Storage     ,      181.21,               517.43,    54.04,            96.58,        0.0,                  7.64,            1.17,              11.1
2022-08-10 05:00:00, UK South     , Compute     ,      177.33,               419.52,    20.69,            98.76,        0.0,                  5.82,            4.85,               5.86
2021-04-29 17:00:00, East US      , Storage     ,      157.23,               419.52,   276.94,            98.2 ,        0.0,                  6.17,            3.46,               2.09
2021-11-04 22:00:00, Central India, Storage     ,      443.8 ,               585.76,   276.94,            98.71,        0.0,                  5.14,            9.06,               9.21
2023-08-29 09:00:00, West US      , Compute     ,      440.58,               332.43,   271.4 ,            96.46,        0.0,                  7.07,            8.8 ,               7.17
2022-05-12 18:00:00, Central India, Compute     ,      333.94,               584.88,   131.78,            96.63,        0.0,                  5.59,            8.54,               9.74
2021-04-14 17:00:00, Central India, Compute     ,      262.84,               198.29,   202.86,            96.98,        0.0,                  7.13,            8.81,               7.7
2022-02-14 07:00:00, East Asia    , Storage     ,      352.45,               552.32,    71.97,            95.94,        0.0,                  7.96,            3.68,               5.51
2022-01-19 15:00:00, East US      , Compute     ,      323.25,               106.91,   250.7 ,            98.46,        0.0,                  6.23,            4.84,               2.67
2022-01-19 15:00:00, Central India, Compute     ,      237.08,               372.65,    70.45,            96.65,        1.0,                  5.64,            3.81,              10.66
2022-11-13 20:00:00, UK South     , Compute     ,      220.83,               311.53,   128.22,            96.63,        0.0,                  4.83,            1.77,               4.07
2021-07-12 03:00:00, UK South     , Compute     ,      222.26,               362.54,    86.65,            96.35,        0.0,                  3.97,            9.32,              11.71
2023-03-12 23:00:00, East Asia    , Compute     ,      315.11,               376.72,   254.5 ,            97.26,        0.0,                  6.28,            6.54,               4.46
2023-11-04 23:00:00, East US      , Storage     ,      341.45,               294.52,   260.33,            98.86,        0.0,                  3.31,            2.19,              10.27
2021-09-02 22:00:00, East US      , Compute     ,      253.28,               599.1 ,   124.17,            99.18,        0.0,                  7.78,            2.85,               9.89
2022-11-13 03:00:00, UK South     , Compute     ,      485.91,               588.25,   106.07,            99.02,        0.0,                  6.24,            5.06,               6.63
2023-11-28 07:00:00, West US      , Compute     ,       87.73,               580.87,   236.6 ,            98.11,        0.0,                  7.8 ,            1.47,               6.02
2023-08-04 07:00:00, East Asia    , Compute     ,      206.17,               589.54,   265.98,            96.4 ,        0.0,                  4.36,            3.45,               9.03
2021-02-05 11:00:00, East Asia    , Compute     ,      238.58,               496.51,   194.73,            98.67,        0.0,                  7.73,            7.33,               7.29
2023-01-23 23:00:00, UK South     , Storage     ,       57.61,               594.3 ,   279.67,            95.2 ,        0.0,                  6.06,            9.28,               8.32
2021-10-12 17:00:00, UK South     , Compute     ,      214.23,               546.18,   127.25,            98.99,        0.0,                  7.05,            9.36,               6.7
2022-05-13 10:00:00, West US      , Storage     ,      173.17,               307.97,    62.53,            98.9 ,        0.0,                  3.89,            5.68,               7.57
2021-04-12 03:00:00, West US      , Compute     ,      277.72,               492.39,    70.3 ,            98.35,        0.0,                  5.5 ,            3.81,               3.89
2023-12-26 08:00:00, East US      , Storage     ,      201.38,               556.03,   207.55,            95.49,        0.0,                  5.84,            9.29,               2.55
2021-06-16 16:00:00, East Asia    , Storage     ,      376.78,               456.3 ,   134.11,            99.99,        1.0,                  4.96,            8.08,               5.56
2021-07-30 12:00:00, East Asia    , Compute     ,      279.47,               311.39,    63.77,            98.78,        1.0,                  4.27,            6.28,               5.56
2021-04-25 02:00:00, UK South     , Compute     ,      108.39,               132.9 ,   101.82,            98.67,        0.0,                  7.52,            8.51,              11.06
2023-07-11 12:00:00, East US      , Compute     ,      387.53,               504.85,   168.57,            95.32,        0.0,                  3.43,            5.13,               6.14
2021-08-13 11:00:00, East Asia    , Compute     ,       94.65,               576.37,    54.0 ,            96.99,        0.0,                  3.77,            2.01,               6.34
2021-11-30 10:00:00, East US      , Compute     ,      427.57,               281.23,    20.96,            95.43,        0.0,                  4.6 ,            9.44,               8.75
2021-08-19 16:00:00, East US      , Storage     ,      469.14,               175.95,   276.84,            95.43,        0.0,                  7.6 ,            5.81,               4.07
2022-07-16 15:00:00, UK South     , Compute     ,      195.1 ,               263.25,   105.36,            97.85,        0.0,                  5.82,            7.26,              10.72
2022-07-16 15:00:00, East US      , Compute     ,      466.76,               391.31,    82.02,            99.39,        0.0,                  4.87,            4.53,               6.28
2022-12-29 02:00:00, West US      , Storage     ,      406.85,               258.46,   215.57,            96.41,        0.0,                  5.01,            2.22,              11.31
2023-10-02 11:00:00, West US      , Compute     ,      465.1 ,               405.31,   258.95,            98.12,        0.0,                  7.19,            3.45,               4.71
2023-05-16 04:00:00, Central India, Storage     ,      349.82,               583.43,   197.04,            95.82,        0.0,                  3.13,            1.39,               6.66
2022-03-20 04:00:00, UK South     , Compute     ,      156.04,               435.37,    91.26,            96.77,        1.0,                  3.06,            1.39,               9.78
2023-05-04 19:00:00, Central India, Storage     ,      452.54,               281.33,   261.26,            99.74,        0.0,                  3.23,            2.84,               7.56
2023-05-04 19:00:00, West US      , Compute     ,      132.92,               567.88,   162.92,            98.74,        1.0,                  5.35,            6.05,               8.61
2021-05-21 13:00:00, Central India, Storage     ,      145.88,               382.82,   126.73,            97.73,        0.0,                  5.91,            9.94,               4.81
2022-05-22 17:00:00, UK South     , Storage     ,      171.98,               164.19,   189.32,            96.26,        1.0,                  6.12,            8.59,               5.28
2023-11-22 09:00:00, UK South     , Compute     ,      186.91,               349.49,   216.17,            96.26,        0.0,                  6.66,            1.77,               7.08
2021-03-28 18:00:00, East US      , Compute     ,      281.52,               426.82,   186.27,            95.78,        0.0,                  3.95,            8.58,               4.02
2023-11-23 07:00:00, East Asia    , Compute     ,      371.06,               519.13,   277.67,            96.77,        0.0,                  4.31,            5.83,               3.26
2023-08-22 20:00:00, East US      , Storage     ,      466.79,               568.24,   195.84,            95.75,        0.0,                  4.22,            6.94,              10.44
2022-11-10 09:00:00, UK South     , Storage     ,       89.8 ,               258.71,   266.0 ,            98.98,        1.0,                  3.75,            2.17,               9.75
2022-09-30 17:00:00, West US      , Storage     ,      479.47,               177.76,   184.35,            95.4 ,        0.0,                  4.22,            4.56,              11.32
2022-02-14 01:00:00, West US      , Compute     ,      464.6 ,               136.91,   112.31,            95.95,        0.0,                  6.07,            8.96,               7.87
2022-04-15 05:00:00, East US      , Compute     ,       74.3 ,               469.18,   169.04,            98.46,        0.0,                  4.83,            4.83,               6.2
2021-01-18 09:00:00, UK South     , Storage     ,      212.14,               497.58,    44.17,            99.51,        1.0,                  6.84,            2.14,               3.03
2023-10-26 18:00:00, West US      , Compute     ,      415.91,               304.69,    84.45,            99.82,        0.0,                  5.68,            3.8 ,              10.5
2022-01-03 00:00:00, UK South     , Storage     ,      325.21,               297.96,   234.54,            99.18,        0.0,                  4.06,            2.99,               6.56
2023-04-29 06:00:00, West US      , Compute     ,      400.59,               577.12,   205.21,            96.06,        0.0,                  4.06,            7.18,               7.61
2021-05-17 03:00:00, UK South     , Compute     ,      373.57,               558.34,    66.63,            96.43,        0.0,                  5.97,            9.2 ,               5.14
2022-12-19 01:00:00, Central India, Storage     ,      273.55,               216.63,   142.64,            99.35,        0.0,                  7.33,            7.6 ,               7.24
2023-09-30 04:00:00, UK South     , Compute     ,       68.55,               490.4 ,    59.76,            99.45,        0.0,                  7.17,            8.59,               9.82
2021-08-28 09:00:00, UK South     , Compute     ,      312.92,               411.35,   259.63,            98.2 ,        0.0,                  5.13,            8.25,               9.12
2023-12-24 04:00:00, East US      , Compute     ,       71.85,               177.11,    50.57,            96.57,        0.0,                  6.24,            1.13,              11.89
2022-04-18 10:00:00, Central India, Compute     ,      321.68,               278.39,   203.19,            96.12,        0.0,                  4.49,            2.12,               6.96
2021-01-18 04:00:00, East Asia    , Compute     ,      410.18,               188.74,   189.96,            99.26,        0.0,                  6.17,            4.81,               7.3
2021-11-11 07:00:00, East US      , Storage     ,      313.25,               247.58,   152.38,            96.03,        0.0,                  7.56,            2.01,               2.53
2021-11-11 07:00:00, East Asia    , Compute     ,      498.66,               407.65,    97.91,            98.31,        0.0,                  6.12,            7.61,               5.89
2021-01-31 08:00:00, West US      , Storage     ,      255.14,               287.63,   133.11,            99.84,        0.0,                  4.52,            1.63,              11.22
2023-09-09 04:00:00, East Asia    , Compute     ,      386.97,               297.03,   245.79,            98.53,        0.0,                  6.22,            4.75,               5.5
2023-11-19 03:00:00, UK South     , Compute     ,      350.25,               369.82,   233.23,            96.29,        0.0,                  7.51,            4.53,               9.66
2022-05-01 17:00:00, East Asia    , Storage     ,      496.14,               143.61,   226.87,            96.41,        0.0,                  3.69,            5.89,              11.78
2021-09-07 12:00:00, East US      , Storage     ,      370.95,               469.4 ,   229.95,            95.46,        0.0,                  5.41,            6.66,               3.27
2023-02-27 00:00:00, East US      , Compute     ,      123.81,               300.85,    60.29,            98.43,        0.0,                  4.61,            9.52,               5.34
2021-05-04 15:00:00, East Asia    , Compute     ,      479.98,               340.2 ,    47.75,            97.59,        0.0,                  4.21,            3.44,               6.74
2022-08-29 07:00:00, East US      , Storage     ,      350.5 ,               587.15,   261.22,            96.03,        0.0,                  4.98,            6.99,               4.37
2022-08-29 07:00:00, East US      , Storage     ,       76.7 ,               272.18,   254.41,            96.14,        0.0,                  4.97,            1.32,               2.12
2022-10-31 16:00:00, East Asia    , Storage     ,      345.91,               424.11,   210.77,            95.05,        0.0,                  4.05,            1.01,               6.69
2022-12-31 10:00:00, Central India, Storage     ,      447.4 ,               296.25,   189.65,            99.89,        0.0,                  5.02,            1.23,               7.37
2023-05-03 15:00:00, Central India, Compute     ,      309.67,               547.14,   122.72,            99.14,        0.0,                  6.17,            5.04,               8.25
2023-01-19 03:00:00, West US      , Compute     ,      209.31,               523.38,    82.74,            96.97,        0.0,                  3.13,            6.0 ,              10.27
2021-07-31 09:00:00, East US      , Compute     ,      419.41,               220.81,   206.94,            99.73,        1.0,                  7.95,            1.06,               4.53
2021-07-31 09:00:00, East Asia    , Compute     ,      402.13,               445.87,   275.65,            98.39,        0.0,                  4.48,            4.57,               2.61
2021-03-31 07:00:00, East US      , Compute     ,      294.88,               132.59,   142.36,            98.76,        0.0,                  6.12,            1.37,               2.9
2023-08-25 06:00:00, UK South     , Compute     ,      119.46,               581.59,   104.9 ,            98.4 ,        0.0,                  4.42,            6.88,               6.97
2021-11-03 13:00:00, East US      , Compute     ,      162.94,               274.5 ,    95.81,            98.78,        0.0,                  4.97,            6.68,              11.22
2022-05-17 19:00:00, East US      , Storage     ,      382.32,               515.92,    26.64,            95.85,        0.0,                  5.75,            8.06,              11.82
2021-05-24 08:00:00, Central India, Compute     ,      412.74,               259.22,   165.69,            97.81,        0.0,                  6.06,            5.92,               4.05
2023-04-20 14:00:00, East Asia    , Storage     ,      175.67,               416.39,   296.71,            99.25,        0.0,                  6.85,            6.61,               3.52
2021-08-24 04:00:00, East US      , Compute     ,      215.59,               591.8 ,   248.27,            95.1 ,        0.0,                  6.96,            3.51,               3.52
2022-03-15 06:00:00, Central India, Compute     ,       84.93,               538.37,   271.29,            95.62,        0.0,                  5.59,            1.77,               6.64
2022-08-30 08:00:00, West US      , Compute     ,      371.06,               180.18,   193.93,            96.23,        1.0,                  3.38,            7.64,              10.08
2021-05-02 10:00:00, Central India, Storage     ,       51.61,               373.74,   154.8 ,            96.47,        0.0,                  5.79,            6.51,               9.75
2023-06-09 16:00:00, Central India, Compute     ,       70.94,               274.27,   297.33,            95.91,        0.0,                  5.39,            9.44,              11.23
2023-07-19 05:00:00, Central India, Compute     ,       51.95,               274.27,   145.21,            95.91,        0.0,                  4.08,            9.9 ,              10.58
2022-07-21 00:00:00, East US      , Compute     ,      340.39,               267.59,   276.71,            96.47,        0.0,                  3.05,            8.63,               6.39
2022-05-22 00:00:00, East US      , Compute     ,      237.82,               267.98,   233.32,            95.79,        0.0,                  4.58,            9.87,               2.19
2022-05-22 00:00:00, West US      , Storage     ,      183.9 ,               371.28,   112.67,            99.53,        1.0,                  4.58,            6.83,               4.37
2022-01-02 03:00:00, UK South     , Compute     ,      460.72,               195.98,   160.86,            98.48,        0.0,                  5.41,            1.83,               8.1
2022-08-15 07:00:00, UK South     , Storage     ,      136.76,               368.7 ,   127.61,            96.23,        0.0,                  6.81,            1.81,               7.01
2021-01-31 08:00:00, UK South     , Compute     ,      225.22,               239.48,    58.14,            96.8 ,        0.0,                  6.81,            8.26,               4.4
2023-01-10 13:00:00, West US      , Compute     ,      473.14,               244.49,   119.89,            98.7 ,        0.0,                  7.76,            3.13,               3.32
2023-05-20 20:00:00, UK South     , Storage     ,      242.2 ,               469.37,   268.91,            98.95,        0.0,                  4.11,            1.55,               4.16
2021-01-30 02:00:00, UK South     , Compute     ,      299.61,               114.8 ,   230.74,            95.88,        0.0,                  4.1 ,            5.25,               4.6
2021-10-27 10:00:00, Central India, Storage     ,       86.15,               290.47,    97.72,            99.68,        1.0,                  6.02,            3.83,              10.67
2022-08-28 16:00:00, East US      , Compute     ,      405.57,               303.77,   123.02,            98.93,        0.0,                  7.48,            6.29,               9.1
2022-08-04 03:00:00, East US      , Storage     ,      240.24,               342.56,   192.6 ,            99.28,        1.0,                  6.36,            6.4 ,               7.52
2022-12-01 03:00:00, Central India, Compute     ,      410.23,               434.51,   136.52,            95.72,        0.0,                  6.37,            7.13,               2.21
2021-11-05 08:00:00, Central India, Compute     ,      164.21,               284.84,   160.85,            95.72,        0.0,                  7.03,            6.19,              10.21
2023-10-17 10:00:00, Central India, Compute     ,      240.12,               284.84,   215.49,            96.53,        0.0,                  6.34,            4.43,               7.52
2021-06-23 19:00:00, Central India, Storage     ,      403.95,               542.44,   150.83,            95.32,        0.0,                  6.8 ,            4.43,               8.27
2021-07-01 16:00:00, Central India, Storage     ,      488.24,               590.52,    73.47,            95.46,        0.0,                  7.33,            9.15,               2.66
2021-04-15 06:00:00, Central India, Storage     ,       76.83,               110.01,    73.47,            95.72,        0.0,                  3.04,            3.94,              10.15
2022-12-14 13:00:00, West US      , Storage     ,      415.61,               373.23,   119.71,            98.56,        1.0,                  7.43,            5.56,              10.32
2023-03-10 14:00:00, Central India, Storage     ,      185.31,               270.85,   101.41,            95.15,        0.0,                  4.08,            6.01,              10.83
2023-06-08 18:00:00, East Asia    , Compute     ,      297.83,               238.49,   111.87,            95.42,        0.0,                  7.56,            3.83,               7.28
2021-08-17 14:00:00, Central India, Compute     ,      180.54,               267.85,   142.92,            99.72,        1.0,                  4.33,            3.78,               5.94
2021-12-14 07:00:00, East US      , Compute     ,      326.05,               419.44,   268.25,            95.42,        1.0,                  5.28,            3.35,               2.73
2023-06-10 04:00:00, Central India, Compute     ,      209.21,               195.36,   225.54,            97.69,        0.0,                  7.67,            3.19,               3.94
2023-09-13 10:00:00, East Asia    , Compute     ,      200.13,               556.43,   207.01,            98.21,        0.0,                  3.55,            1.27,               4.26
2021-07-07 03:00:00, West US      , Storage     ,      200.13,               333.06,   151.95,            99.79,        0.0,                  6.73,            9.62,               2.63
2023-09-10 08:00:00, UK South     , Compute     ,      116.13,               262.79,    20.51,            99.5 ,        0.0,                  4.96,            6.36,               3.54
2023-09-10 08:00:00, Central India, Storage     ,      462.69,               482.77,   115.35,            97.2 ,        0.0,                  3.12,            1.97,              10.87
2023-07-05 12:00:00, East Asia    , Compute     ,      499.22,               108.17,   247.69,            99.71,        0.0,                  7.7 ,            1.97,               7.45
2021-11-15 19:00:00, East Asia    , Storage     ,      401.23,               315.93,   128.69,            97.16,        1.0,                  3.59,            3.09,               9.64
2023-04-15 04:00:00, West US      , Storage     ,      179.07,               277.65,   128.69,            98.35,        0.0,                  6.87,            3.8 ,               4.75
2021-02-18 15:00:00, East US      , Storage     ,      231.1 ,               269.1 ,    77.33,            96.3 ,        0.0,                  4.92,            8.21,               3.35
2021-02-14 06:00:00, Central India, Compute     ,      382.78,               268.54,   276.44,            98.18,        0.0,                  7.05,            8.97,               5.73
2023-02-12 12:00:00, Central India, Compute     ,      485.83,               115.64,   276.44,            97.69,        0.0,                  6.75,            7.3 ,               9.93
2023-10-08 04:00:00, West US      , Compute     ,      254.96,               176.06,    60.9 ,            98.03,        0.0,                  6.17,            9.39,               4.97
